FORMATTED DATE-TIME,DT,MG,TR,WS,CW,HW,TP,WC,RH,HI,DP,WB,BP,AL,DA
YYYY-MM-DD HH:MM:SS,s,Mag,True,mph,mph,mph,°F,°F,%,°F,°F,°F,inHg,ft,ft
2021-07-02 04:28:30,678515310,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1284
2021-07-02 04:29:00,678515340,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,75,1279
2021-07-02 04:29:30,678515370,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,78,1301
2021-07-02 04:30:00,678515400,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1286
2021-07-02 04:30:30,678515430,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.82,80,1291
2021-07-02 04:31:00,678515460,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1291
2021-07-02 04:31:30,678515490,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1289
2021-07-02 04:32:00,678515520,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1284
2021-07-02 04:32:30,678515550,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1286
2021-07-02 04:33:00,678515580,168,168,0.0,0.0,0.0,71.9,71.8,100.0,74.5,71.9,71.8,29.83,75,1274
2021-07-02 04:33:30,678515610,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,78,1289
2021-07-02 04:34:00,678515640,168,168,0.0,0.0,0.0,71.8,71.8,100.0,74.5,71.8,71.8,29.83,75,1267
2021-07-02 04:34:30,678515670,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,75,1279
2021-07-02 04:35:00,678515700,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,75,1277
2021-07-02 04:35:30,678515730,168,168,0.0,0.0,0.0,71.8,71.8,100.0,74.5,71.8,71.8,29.82,80,1277
2021-07-02 04:36:00,678515760,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1289
2021-07-02 04:36:30,678515790,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,78,1284
2021-07-02 04:37:00,678515820,168,168,0.0,0.0,0.0,71.8,71.8,100.0,74.5,71.8,71.8,29.83,75,1267
2021-07-02 04:37:30,678515850,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,72,1284
2021-07-02 04:38:00,678515880,168,168,0.0,0.0,0.0,71.8,71.8,100.0,74.5,71.8,71.8,29.83,78,1277
2021-07-02 04:38:30,678515910,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1286
2021-07-02 04:39:00,678515940,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,75,1277
2021-07-02 04:39:30,678515970,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.84,70,1277
2021-07-02 04:40:00,678516000,168,168,0.0,0.0,0.0,71.6,71.6,100.0,74.1,71.6,71.6,29.83,78,1260
2021-07-02 04:40:30,678516030,168,168,0.0,0.0,0.0,71.6,71.6,100.0,74.1,71.6,71.6,29.83,78,1260
2021-07-02 04:41:00,678516060,168,168,0.0,0.0,0.0,71.7,71.8,100.0,74.5,71.7,71.8,29.83,78,1267
2021-07-02 04:41:30,678516090,168,168,0.0,0.0,0.0,71.8,71.8,100.0,74.5,71.8,71.8,29.83,72,1267
2021-07-02 04:42:00,678516120,168,168,0.0,0.0,0.0,71.6,71.6,100.0,74.1,71.6,71.6,29.82,78,1260
2021-07-02 04:42:30,678516150,168,168,0.0,0.0,0.0,71.7,71.8,100.0,74.5,71.7,71.8,29.83,78,1267
2021-07-02 04:43:00,678516180,168,168,0.0,0.0,0.0,71.8,71.8,100.0,74.5,71.8,71.8,29.83,75,1267
2021-07-02 04:43:30,678516210,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,78,1289
2021-07-02 04:44:00,678516240,168,168,0.0,0.0,0.0,71.7,71.8,100.0,74.5,71.7,71.8,29.82,80,1272
2021-07-02 04:44:30,678516270,168,168,0.0,0.0,0.0,71.7,71.8,100.0,74.5,71.7,71.8,29.82,83,1274
2021-07-02 04:45:00,678516300,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1284
2021-07-02 04:45:30,678516330,168,168,0.0,0.0,0.0,71.8,71.8,100.0,74.5,71.8,71.8,29.83,75,1269
2021-07-02 04:46:00,678516360,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,78,1284
2021-07-02 04:46:30,678516390,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1296
2021-07-02 04:47:00,678516420,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,78,1282
2021-07-02 04:47:30,678516450,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,75,1279
2021-07-02 04:48:00,678516480,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.82,80,1299
2021-07-02 04:48:30,678516510,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.82,80,1291
2021-07-02 04:49:00,678516540,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,78,1284
2021-07-02 04:49:30,678516570,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.82,78,1296
2021-07-02 04:50:00,678516600,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,78,1301
2021-07-02 04:50:30,678516630,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.82,80,1289
2021-07-02 04:51:00,678516660,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,75,1282
2021-07-02 04:51:30,678516690,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,67,1291
2021-07-02 04:52:00,678516720,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,75,1279
2021-07-02 04:52:30,678516750,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,75,1279
2021-07-02 04:53:00,678516780,168,168,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.82,78,1282
2021-07-02 04:53:30,678516810,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,78,1286
2021-07-02 04:54:00,678516840,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1308
2021-07-02 04:54:30,678516870,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1294
2021-07-02 04:55:00,678516900,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1284
2021-07-02 04:55:30,678516930,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1284
2021-07-02 04:56:00,678516960,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,70,1299
2021-07-02 04:56:30,678516990,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,78,1313
2021-07-02 04:57:00,678517020,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,72,1284
2021-07-02 04:57:30,678517050,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1291
2021-07-02 04:58:00,678517080,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,78,1289
2021-07-02 04:58:30,678517110,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1296
2021-07-02 04:59:00,678517140,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1294
2021-07-02 04:59:30,678517170,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1294
2021-07-02 05:00:00,678517200,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,72,1306
2021-07-02 05:00:30,678517230,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,78,1289
2021-07-02 05:01:00,678517260,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.82,80,1296
2021-07-02 05:01:30,678517290,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,72,1282
2021-07-02 05:02:00,678517320,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,78,1289
2021-07-02 05:02:30,678517350,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1311
2021-07-02 05:03:00,678517380,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,78,1313
2021-07-02 05:03:30,678517410,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1289
2021-07-02 05:04:00,678517440,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1289
2021-07-02 05:04:30,678517470,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1289
2021-07-02 05:05:00,678517500,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,78,1289
2021-07-02 05:05:30,678517530,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,72,1284
2021-07-02 05:06:00,678517560,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1294
2021-07-02 05:06:30,678517590,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1311
2021-07-02 05:07:00,678517620,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,75,1296
2021-07-02 05:07:30,678517650,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1306
2021-07-02 05:08:00,678517680,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1308
2021-07-02 05:08:30,678517710,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1291
2021-07-02 05:09:00,678517740,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,75,1296
2021-07-02 05:09:30,678517770,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1286
2021-07-02 05:10:00,678517800,169,169,0.0,0.0,0.0,72.4,72.3,100.0,75.2,72.4,72.3,29.83,75,1311
2021-07-02 05:10:30,678517830,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,75,1299
2021-07-02 05:11:00,678517860,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1286
2021-07-02 05:11:30,678517890,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,72,1301
2021-07-02 05:12:00,678517920,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1308
2021-07-02 05:12:30,678517950,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,63,1282
2021-07-02 05:13:00,678517980,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,75,1301
2021-07-02 05:13:30,678518010,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,70,1284
2021-07-02 05:14:00,678518040,169,169,0.0,0.0,0.0,71.9,72.0,100.0,74.7,71.9,72.0,29.83,72,1277
2021-07-02 05:14:30,678518070,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1306
2021-07-02 05:15:00,678518100,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.84,70,1279
2021-07-02 05:15:30,678518130,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,78,1294
2021-07-02 05:16:00,678518160,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,72,1306
2021-07-02 05:16:30,678518190,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,78,1301
2021-07-02 05:17:00,678518220,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,78,1301
2021-07-02 05:17:30,678518250,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,70,1279
2021-07-02 05:18:00,678518280,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1289
2021-07-02 05:18:30,678518310,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,70,1284
2021-07-02 05:19:00,678518340,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.82,80,1299
2021-07-02 05:19:30,678518370,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,70,1277
2021-07-02 05:20:00,678518400,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,72,1304
2021-07-02 05:20:30,678518430,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,78,1294
2021-07-02 05:21:00,678518460,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1296
2021-07-02 05:21:30,678518490,168,168,0.0,0.0,0.0,72.2,72.3,100.0,75.2,72.2,72.3,29.82,78,1308
2021-07-02 05:22:00,678518520,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1286
2021-07-02 05:22:30,678518550,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,78,1301
2021-07-02 05:23:00,678518580,168,168,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1286
2021-07-02 05:23:30,678518610,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,78,1308
2021-07-02 05:24:00,678518640,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,72,1284
2021-07-02 05:24:30,678518670,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,78,1301
2021-07-02 05:25:00,678518700,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1306
2021-07-02 05:25:30,678518730,169,169,0.0,0.0,0.0,72.4,72.3,100.0,75.2,72.4,72.3,29.82,80,1318
2021-07-02 05:26:00,678518760,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.82,78,1311
2021-07-02 05:26:30,678518790,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,72,1284
2021-07-02 05:27:00,678518820,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.84,70,1286
2021-07-02 05:27:30,678518850,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.84,70,1301
2021-07-02 05:28:00,678518880,169,169,0.0,0.0,0.0,72.0,72.0,100.0,74.7,72.0,72.0,29.83,75,1289
2021-07-02 05:28:30,678518910,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1306
2021-07-02 05:29:00,678518940,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.82,80,1311
2021-07-02 05:29:30,678518970,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,70,1291
2021-07-02 05:30:00,678519000,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,78,1313
2021-07-02 05:30:30,678519030,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1289
2021-07-02 05:31:00,678519060,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.84,67,1299
2021-07-02 05:31:30,678519090,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,78,1311
2021-07-02 05:32:00,678519120,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.84,67,1284
2021-07-02 05:32:30,678519150,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,75,1299
2021-07-02 05:33:00,678519180,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,75,1301
2021-07-02 05:33:30,678519210,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.82,80,1308
2021-07-02 05:34:00,678519240,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.84,67,1286
2021-07-02 05:34:30,678519270,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,70,1289
2021-07-02 05:35:00,678519300,168,168,0.0,0.0,0.0,72.5,72.5,100.0,75.6,72.5,72.5,29.83,72,1323
2021-07-02 05:35:30,678519330,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1294
2021-07-02 05:36:00,678519360,168,168,0.0,0.0,0.0,72.5,72.5,100.0,75.6,72.5,72.5,29.84,70,1318
2021-07-02 05:36:30,678519390,169,169,0.0,0.0,0.0,72.2,72.3,100.0,75.2,72.2,72.3,29.83,72,1301
2021-07-02 05:37:00,678519420,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,70,1291
2021-07-02 05:37:30,678519450,168,168,0.0,0.0,0.0,72.4,72.5,100.0,75.6,72.4,72.5,29.83,70,1311
2021-07-02 05:38:00,678519480,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,72,1304
2021-07-02 05:38:30,678519510,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1296
2021-07-02 05:39:00,678519540,168,168,0.0,0.0,0.0,72.2,72.3,100.0,75.2,72.2,72.3,29.83,70,1296
2021-07-02 05:39:30,678519570,168,168,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,70,1289
2021-07-02 05:40:00,678519600,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,70,1291
2021-07-02 05:40:30,678519630,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1289
2021-07-02 05:41:00,678519660,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,78,1299
2021-07-02 05:41:30,678519690,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1311
2021-07-02 05:42:00,678519720,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1291
2021-07-02 05:42:30,678519750,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1294
2021-07-02 05:43:00,678519780,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1294
2021-07-02 05:43:30,678519810,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,70,1286
2021-07-02 05:44:00,678519840,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,78,1296
2021-07-02 05:44:30,678519870,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,75,1311
2021-07-02 05:45:00,678519900,169,169,0.0,0.0,0.0,72.4,72.5,100.0,75.6,72.4,72.5,29.83,75,1318
2021-07-02 05:45:30,678519930,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1289
2021-07-02 05:46:00,678519960,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,67,1291
2021-07-02 05:46:30,678519990,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1286
2021-07-02 05:47:00,678520020,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.82,80,1304
2021-07-02 05:47:30,678520050,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,70,1294
2021-07-02 05:48:00,678520080,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,70,1301
2021-07-02 05:48:30,678520110,169,169,0.0,0.0,0.0,72.2,72.3,100.0,75.2,72.2,72.3,29.83,75,1304
2021-07-02 05:49:00,678520140,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1291
2021-07-02 05:49:30,678520170,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,75,1294
2021-07-02 05:50:00,678520200,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1294
2021-07-02 05:50:30,678520230,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1296
2021-07-02 05:51:00,678520260,169,169,0.0,0.0,0.0,72.1,72.1,100.0,75.0,72.1,72.1,29.83,72,1291
2021-07-02 05:51:30,678520290,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.84,70,1304
2021-07-02 05:52:00,678520320,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,63,1286
2021-07-02 05:52:30,678520350,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.84,67,1296
2021-07-02 05:53:00,678520380,169,169,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,70,1304
2021-07-02 05:53:30,678520410,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1294
2021-07-02 05:54:00,678520440,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,72,1304
2021-07-02 05:54:30,678520470,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,63,1286
2021-07-02 05:55:00,678520500,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1294
2021-07-02 05:55:30,678520530,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,67,1289
2021-07-02 05:56:00,678520560,169,169,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,70,1294
2021-07-02 05:56:30,678520590,168,168,0.0,0.0,0.0,72.4,72.3,100.0,75.2,72.4,72.3,29.84,63,1301
2021-07-02 05:57:00,678520620,168,168,0.0,0.0,0.0,72.4,72.5,100.0,75.6,72.4,72.5,29.84,63,1306
2021-07-02 05:57:30,678520650,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,72,1306
2021-07-02 05:58:00,678520680,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.83,72,1294
2021-07-02 05:58:30,678520710,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,70,1291
2021-07-02 05:59:00,678520740,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,61,1282
2021-07-02 05:59:30,678520770,168,168,0.0,0.0,0.0,72.2,72.3,100.0,75.2,72.2,72.3,29.83,72,1301
2021-07-02 06:00:00,678520800,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.84,67,1299
2021-07-02 06:00:30,678520830,168,168,0.0,0.0,0.0,72.5,72.5,100.0,75.6,72.5,72.5,29.84,67,1313
2021-07-02 06:01:00,678520860,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.83,70,1304
2021-07-02 06:01:30,678520890,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.84,70,1304
2021-07-02 06:02:00,678520920,168,168,0.0,0.0,0.0,72.4,72.3,100.0,75.2,72.4,72.3,29.84,61,1296
2021-07-02 06:02:30,678520950,168,168,0.0,0.0,0.0,72.5,72.5,100.0,75.6,72.5,72.5,29.84,63,1311
2021-07-02 06:03:00,678520980,168,168,0.0,0.0,0.0,72.5,72.5,100.0,75.6,72.5,72.5,29.85,61,1306
2021-07-02 06:03:30,678521010,168,168,0.0,0.0,0.0,72.4,72.3,100.0,75.2,72.4,72.3,29.85,61,1296
2021-07-02 06:04:00,678521040,168,168,0.0,0.0,0.0,72.5,72.5,100.0,75.6,72.5,72.5,29.84,67,1311
2021-07-02 06:04:30,678521070,168,168,0.0,0.0,0.0,72.4,72.5,100.0,75.6,72.4,72.5,29.84,63,1306
2021-07-02 06:05:00,678521100,168,168,0.0,0.0,0.0,72.5,72.5,100.0,75.6,72.5,72.5,29.83,70,1318
2021-07-02 06:05:30,678521130,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.84,67,1299
2021-07-02 06:06:00,678521160,168,168,0.0,0.0,0.0,72.6,72.5,100.0,75.6,72.6,72.5,29.84,70,1321
2021-07-02 06:06:30,678521190,168,168,0.0,0.0,0.0,72.2,72.3,100.0,75.2,72.2,72.3,29.84,67,1294
2021-07-02 06:07:00,678521220,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,67,1289
2021-07-02 06:07:30,678521250,168,168,0.0,0.0,0.0,72.5,72.5,100.0,75.6,72.5,72.5,29.84,67,1311
2021-07-02 06:08:00,678521280,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.84,63,1296
2021-07-02 06:08:30,678521310,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.84,61,1291
2021-07-02 06:09:00,678521340,168,168,0.0,0.0,0.0,72.2,72.3,100.0,75.2,72.2,72.3,29.83,72,1301
2021-07-02 06:09:30,678521370,168,168,0.0,0.0,0.0,72.4,72.3,100.0,75.2,72.4,72.3,29.84,63,1301
2021-07-02 06:10:00,678521400,168,168,0.0,0.0,0.0,72.3,72.3,100.0,75.2,72.3,72.3,29.84,63,1294
2021-07-02 06:10:30,678521430,168,168,0.0,0.0,0.0,72.5,72.5,100.0,75.6,72.5,72.5,29.84,70,1316
2021-07-02 06:11:00,678521460,168,168,0.0,0.0,0.0,72.5,72.5,100.0,75.6,72.5,72.5,29.84,63,1308
2021-07-02 06:11:30,678521490,168,168,0.0,0.0,0.0,72.4,72.3,100.0,75.2,72.4,72.3,29.84,63,1299
2021-07-02 06:12:00,678521520,168,168,0.0,0.0,0.0,72.4,72.5,100.0,75.6,72.4,72.5,29.84,63,1306
2021-07-02 06:12:30,678521550,168,168,0.0,0.0,0.0,72.2,72.1,100.0,75.0,72.2,72.1,29.84,63,1284
2021-07-02 06:13:00,678521580,168,168,0.0,0.0,0.0,72.6,72.5,100.0,75.6,72.6,72.5,29.84,61,1311
